Id,Nutrients,Nutrients_count,Foods,Foods_count,Keep
15647189.pdf,"['protein', 'ash', 'energy']",3,"['mace', 'potato', 'lime', 'tuna']",4,Yes
15650884.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'rice', 'milk', 'milk']",4,Yes
15658876.pdf,"['protein', 'energy']",2,"['pears', 'tuna']",2,Yes
15661908.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'dates', 'gram', 'pears', 'tuna']",5,Yes
15678335.pdf,"['protein', 'ash']",2,"['gram', 'milk', 'milk']",3,Yes
15686435.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['oil', 'pomegranate', 'mace', 'dal', 'gram']",5,Yes
15687097.pdf,['ash'],1,"['oil', 'barley', 'urad', 'rice', 'wheat', 'gram', 'tomato', 'seeds', 'sunflower']",9,Yes
15688127.pdf,"['moisture', 'ash']",2,"['oil', 'beans', 'dal', 'rice', 'bean', 'gram', 'pears', 'peanut', 'lime', 'peanut']",10,Yes
15726365.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'rice', 'gram', 'pears', 'moth', 'milk', 'chana', 'milk', 'cheese', 'beef']",11,Yes
15729584.pdf,"['protein', 'ash']",2,"['dal', 'ragi', 'gram', 'moth', 'rabbit', 'tuna']",6,Yes
15735055.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'gram']",2,Yes
15740024.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'flour', 'cauliflower', 'beans', 'rice', 'wheat', 'bean', 'gram', 'seeds', 'lime', 'rice bran oil', 'cauliflower', 'beef']",13,Yes
15743473.pdf,"['protein', 'ash', 'fat']",3,['rice'],1,Yes
15744079.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'rice', 'dates', 'soya', 'meat']",5,Yes
15755904.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'corn', 'calf']",4,Yes
15769809.pdf,['protein'],1,"['dal', 'dates', 'gram']",3,Yes
15772874.pdf,"['ash', 'energy']",2,"['gram', 'meat']",2,Yes
15784955.pdf,['ash'],1,"['urad', 'basil']",2,Yes
15793076.pdf,['protein'],1,"['dal', 'gram', 'pears']",3,Yes
15794699.pdf,[],0,[],0,No
15795421.pdf,"['protein', 'ash', 'fat']",3,"['gourd', 'dal', 'gram', 'corn', 'seeds', 'milk', 'milk', 'melon', 'rabbit']",9,Yes
15795448.pdf,['energy'],1,"['dal', 'pears', 'moth', 'calf', 'tuna']",5,Yes
15796972.pdf,['protein'],1,"['barley', 'orange', 'rice', 'bean', 'gram', 'corn', 'tomato']",7,Yes
15802055.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['chilli', 'gram', 'corn', 'lime', 'calf']",5,Yes
15804357.pdf,"['protein', 'ash']",2,"['ragi', 'egg', 'dates', 'gram', 'radish', 'pears', 'fish', 'calf', 'rabbit', 'salmon']",10,Yes
15806264.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'gram', 'lime']",3,Yes
15809285.pdf,"['ash', 'carbohydrate']",2,"['mustard', 'oil', 'barley', 'chilli', 'rice', 'wheat', 'bean', 'maize', 'spinach', 'pears', 'seeds', 'celery', 'guava', 'cucumber', 'pepper', 'rabbit']",16,Yes
15814930.pdf,['ash'],1,[],0,No
15817850.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'gram', 'lamb', 'pears', 'meat', 'fish', 'milk', 'milk', 'beef']",10,Yes
15821791.pdf,"['protein', 'fat', 'carbohydrate']",3,"['mint', 'urad', 'dal', 'egg', 'gram', 'mint', 'meat', 'fish', 'lime']",9,Yes
15833875.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'gram', 'rabbit', 'salmon']",5,Yes
15845909.pdf,"['protein', 'ash']",2,"['radish', 'banana', 'rabbit']",3,Yes
15867330.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['dal', 'moth', 'milk', 'milk', 'lime']",5,Yes
15868454.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'gram', 'pears', 'meat', 'tomato', 'cabbage', 'moth', 'apricots', 'watermelon', 'melon', 'seafood', 'calf']",12,Yes
15875246.pdf,"['protein', 'ash']",2,['oil'],1,Yes
15876809.pdf,['protein'],1,['pears'],1,Yes
15877892.pdf,"['moisture', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'garlic', 'mace', 'dal', 'egg', 'rice', 'wheat', 'meat', 'onion', 'milk', 'milk', 'cheese', 'sugar', 'lime', 'salmon']",15,Yes
15877898.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'moth', 'onion', 'potato', 'banana', 'lime', 'salmon']",8,Yes
15879106.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'dates', 'gram']",4,Yes
15883451.pdf,['ash'],1,"['flour', 'orange', 'rice', 'gram', 'tuna']",5,Yes
15883452.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['flour', 'gram', 'moth', 'milk', 'milk']",5,Yes
15883458.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['rice', 'pears', 'fish', 'sugar']",4,Yes
15884388.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'dal', 'gram', 'pears', 'tuna']",5,Yes
15884830.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'chilli', 'gram', 'fish', 'moth', 'beef']",6,Yes
15913315.pdf,"['ash', 'fat']",2,"['lemon', 'oil', 'dal', 'peach', 'dates', 'bean', 'maize', 'sorghum', 'tomato', 'sunflower', 'onion', 'peach', 'cherry', 'sugar', 'tuna']",15,Yes
15918919.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['rice', 'gram', 'meat', 'milk', 'milk', 'cheese']",6,Yes
15930439.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'lettuce', 'meat', 'tomato', 'almond', 'celery', 'onion', 'peanut', 'almonds', 'coconut', 'vinegar', 'peanut', 'walnut', 'walnut']",15,Yes
15941302.pdf,[],0,"['rice', 'gram', 'milk', 'milk']",4,No
15944395.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'pears']",2,Yes
15975182.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'oil', 'beans', 'orange', 'peach', 'egg', 'bean', 'maize', 'pumpkin', 'gram', 'spinach', 'corn', 'avocado', 'mango', 'meat', 'tomato', 'cabbage', 'beetroot', 'moth', 'onion', 'milk', 'potato', 'peach', 'milk', 'peanut', 'sugar', 'peanut', 'beef', 'sardine']",29,Yes
15987424.pdf,"['protein', 'ash']",2,"['dal', 'rice', 'corn', 'moth', 'tuna']",5,Yes
15994970.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'radish', 'moth', 'milk', 'milk', 'calf', 'rabbit']",7,Yes
15997108.pdf,['ash'],1,"['mace', 'ginger', 'sugar']",3,Yes
16000402.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'gram', 'corn', 'pears', 'meat', 'peanut', 'peanut', 'tuna']",9,Yes
16003580.pdf,['ash'],1,"['oil', 'dal', 'gram', 'corn', 'lime']",5,Yes
16011469.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['dal', 'egg', 'dates', 'pears', 'chana', 'clove', 'sheep']",7,Yes
16024639.pdf,['protein'],1,"['dal', 'bean', 'moth', 'rabbit']",4,Yes
16034154.pdf,['ash'],1,[],0,No
16043642.pdf,"['protein', 'ash']",2,['gram'],1,Yes
16059780.pdf,"['ash', 'fat']",2,"['oil', 'rice', 'gram']",3,Yes
16079064.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'chana', 'lime']",3,Yes
16094358.pdf,['ash'],1,"['dal', 'corn']",2,Yes
16102251.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mint', 'mace', 'dal', 'egg', 'rice', 'bean', 'gram', 'corn', 'mint', 'pears', 'onion', 'calf']",13,Yes
16107151.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['dal', 'egg', 'dates', 'gram', 'sugar']",5,Yes
16107673.pdf,[],0,[],0,No
16118316.pdf,"['protein', 'fat']",2,"['chicken', 'oil', 'gram', 'lamb', 'pears', 'moth', 'calf']",7,Yes
16132348.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'dates', 'gram', 'corn', 'meat']",7,Yes
16133638.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['ragi', 'gram', 'pears', 'milk', 'milk']",5,Yes
16140955.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'gram', 'corn', 'radish', 'tomato', 'milk', 'milk', 'goat', 'rabbit']",9,Yes
16143595.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'wheat', 'maize', 'spinach', 'pears', 'seeds', 'potato', 'watermelon', 'melon']",9,Yes
16148162.pdf,"['protein', 'ash']",2,"['oil', 'dal', 'gram', 'rabbit']",4,Yes
16153334.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'beans', 'egg', 'wheat', 'bean', 'maize', 'gram', 'meat', 'moth', 'milk', 'milk', 'sugar']",12,Yes
16158929.pdf,"['protein', 'ash']",2,"['oil', 'gram', 'pears', 'moth']",4,Yes
16168084.pdf,"['protein', 'ash']",2,"['rice', 'gram']",2,Yes
16170221.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'rabbit']",3,Yes
16180089.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'cumin']",4,Yes
16186984.pdf,['protein'],1,"['gram', 'lime', 'tuna']",3,Yes
16187013.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['rice', 'wheat', 'gram', 'corn', 'potato', 'carrot', 'lime']",7,Yes
16190185.pdf,"['ash', 'fat']",2,"['dal', 'gram', 'corn', 'pears', 'lime']",5,Yes
16201654.pdf,"['ash', 'fat']",2,"['oil', 'bean', 'corn']",3,Yes
16215760.pdf,['ash'],1,"['oil', 'mace', 'corn']",3,Yes
16217139.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'egg', 'rice', 'bean', 'corn', 'milk', 'milk', 'tamarind', 'sheep', 'rabbit']",10,Yes
16218657.pdf,['ash'],1,"['grapes', 'oil', 'bean', 'gram', 'almond', 'potato', 'chana', 'pistachios', 'almonds', 'walnut', 'walnut']",11,Yes
16221799.pdf,['fat'],1,"['oil', 'rice', 'gram', 'corn', 'meat', 'cheese', 'sugar']",7,Yes
16225765.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'soya', 'bean', 'pears', 'meat', 'onion', 'rabbit']",8,Yes
16236804.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'gram', 'rabbit']",4,Yes
16240090.pdf,[],0,"['dal', 'rice', 'gram', 'corn', 'pears', 'meat']",6,No
16245819.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'dal', 'ragi', 'gram', 'corn', 'pears']",6,Yes
16245844.pdf,"['ash', 'fat']",2,"['dal', 'moth', 'lime']",3,Yes
16254078.pdf,"['protein', 'ash']",2,"['chicken', 'gram', 'rabbit']",3,Yes
16254612.pdf,['protein'],1,"['oil', 'gram']",2,Yes
16258248.pdf,"['protein', 'ash']",2,['pears'],1,Yes
16259770.pdf,"['ash', 'energy']",2,"['mint', 'mace', 'dal', 'rice', 'gram', 'corn', 'mint', 'meat', 'beef', 'calf']",10,Yes
16286681.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'fish', 'milk', 'milk']",4,Yes
16292533.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['barley', 'flour', 'dal', 'wheat', 'maize', 'pears', 'sugar', 'lime']",8,Yes
16319108.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'peas', 'egg', 'spinach', 'pears', 'tomato']",6,Yes
16322405.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'calf']",2,Yes
16327061.pdf,"['protein', 'ash']",2,"['dal', 'rabbit']",2,Yes
16327064.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'pears', 'calf']",3,Yes
16327075.pdf,"['protein', 'ash']",2,['gram'],1,Yes
16327162.pdf,"['protein', 'ash', 'energy']",3,"['mace', 'soya', 'gram', 'pears', 'rabbit']",5,Yes
16328342.pdf,['protein'],1,"['oil', 'mace', 'corn', 'meat', 'seeds']",5,Yes
16352620.pdf,"['protein', 'ash']",2,"['beans', 'mace', 'bean', 'gram', 'corn', 'sugar', 'calf']",7,Yes
16366728.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'flour', 'beans', 'rice', 'wheat', 'bean', 'lotus', 'maize', 'corn', 'sorghum', 'millet', 'curd', 'sesame', 'seeds', 'vermicelli', 'milk', 'potato', 'milk', 'cheese']",20,Yes
16388106.pdf,['fat'],1,"['milk', 'milk', 'cheese']",3,Yes
16394118.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'energy']",5,"['capsicum', 'oil', 'orange', 'dal', 'lettuce', 'rice', 'dates', 'wheat', 'bean', 'lamb', 'corn', 'papaya', 'pears', 'mango', 'potatoes', 'meat', 'fish', 'cabbage', 'milk', 'apples', 'potato', 'amaranth', 'banana', 'cherry', 'milk', 'melon', 'peanut', 'cheese', 'lime', 'peanut', 'safflower oil', 'beef', 'pork']",33,Yes
16394528.pdf,"['ash', 'fat']",2,"['mace', 'corn', 'meat']",3,Yes
16395630.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'egg', 'rice', 'gram', 'pears', 'meat', 'seeds', 'coconut', 'tuna']",9,Yes
16401713.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'ragi', 'moth']",3,Yes
16418920.pdf,"['ash', 'energy']",2,"['oil', 'gram', 'pears', 'lime']",4,Yes
16421325.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'corn']",3,Yes
16423076.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'pears']",3,Yes
16424125.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'dates', 'bean', 'gram', 'corn', 'milk', 'milk', 'cheese']",8,Yes
16432164.pdf,"['protein', 'ash', 'fat', 'dietary fibre']",4,"['oil', 'orange', 'mace', 'rice', 'radish', 'moth', 'cumin', 'tuna']",8,Yes
16433365.pdf,"['ash', 'fat']",2,"['oil', 'ragi', 'rice', 'gram', 'lime']",5,Yes
16451757.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'chilli', 'bean', 'gram', 'meat', 'rabbit']",7,Yes
16452236.pdf,"['protein', 'ash']",2,"['dal', 'rice', 'moth']",3,Yes
16455820.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'radish', 'goat', 'rabbit', 'salmon']",6,Yes
16475331.pdf,['fat'],1,"['oil', 'dal', 'gram', 'lime']",4,Yes
16478266.pdf,['ash'],1,"['oil', 'gram', 'sorghum', 'sunflower', 'cucumber', 'peanut', 'lime', 'peanut']",8,Yes
16480517.pdf,"['protein', 'ash']",2,['gram'],1,Yes
16484527.pdf,"['protein', 'carbohydrate']",2,"['chicken', 'egg', 'wheat', 'bean', 'maize', 'gram', 'lamb', 'meat', 'milk', 'milk', 'seafood', 'beef', 'pork']",13,Yes
16502078.pdf,[],0,['dal'],1,No
16502121.pdf,"['protein', 'ash']",2,"['dal', 'gram']",2,Yes
16502252.pdf,['energy'],1,"['pears', 'lime']",2,Yes
16510516.pdf,"['moisture', 'ash', 'energy']",3,"['oil', 'wheat', 'gram']",3,Yes
16510869.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'corn', 'pears', 'calf']",4,Yes
16528447.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'pears']",3,Yes
16536535.pdf,"['ash', 'energy']",2,"['orange', 'dal', 'ragi', 'egg', 'rice', 'dates', 'gram', 'pears', 'lime', 'tuna']",10,Yes
16536628.pdf,"['protein', 'fat']",2,"['orange', 'mace', 'dal', 'gram', 'fish', 'moth', 'crab', 'seafood', 'rabbit', 'salmon']",10,Yes
16549487.pdf,['fat'],1,"['meat', 'milk', 'milk', 'cheese', 'sugar']",5,Yes
16554810.pdf,"['moisture', 'ash', 'fat']",3,"['ragi', 'gram', 'tuna']",3,Yes
16563008.pdf,"['ash', 'fat']",2,"['lemon', 'butter', 'oil', 'orange', 'rice', 'dates', 'gram', 'pears', 'fish', 'milk', 'milk', 'tuna']",12,Yes
16570617.pdf,[],0,"['oil', 'mint', 'mint', 'pears']",4,No
16570625.pdf,"['ash', 'fat']",2,"['oil', 'gram', 'lime']",3,Yes
16570630.pdf,"['ash', 'fat', 'energy']",3,['gram'],1,Yes
16572768.pdf,['fat'],1,"['oil', 'dal', 'gram', 'pears']",4,Yes
16581534.pdf,[],0,"['dal', 'ragi', 'egg', 'gram', 'pears', 'moth', 'beef']",7,No
16595003.pdf,['ash'],1,"['dal', 'moth']",2,Yes
16600994.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'egg', 'dates', 'gram', 'pears', 'goat', 'rabbit']",8,Yes
16602813.pdf,['ash'],1,"['mace', 'dal', 'pears', 'tomato', 'tuna']",5,Yes
16604280.pdf,"['protein', 'ash', 'fat']",3,"['orange', 'dal', 'radish', 'pears']",4,Yes
16604332.pdf,"['protein', 'ash']",2,"['dal', 'ragi', 'egg', 'gram', 'pears', 'meat', 'chana', 'rabbit']",8,Yes
16607526.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'dal', 'maize', 'gram', 'pears', 'seeds', 'milk', 'milk', 'sugar']",9,Yes
16608206.pdf,"['protein', 'fat']",2,"['grapes', 'orange', 'egg', 'rice', 'dates', 'gram', 'meat', 'sugar']",8,Yes
16613838.pdf,"['protein', 'ash']",2,"['dal', 'pears', 'moth', 'cumin', 'calf']",5,Yes
16614803.pdf,"['ash', 'energy']",2,[],0,No
16632893.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'ghee', 'oil', 'mace', 'cardamom', 'dal', 'ragi', 'gram', 'sesame', 'milk', 'milk', 'sugar', 'coconut', 'vinegar', 'clove']",15,Yes
16632894.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'milk', 'milk', 'goat', 'sheep', 'beef']",7,Yes
16635263.pdf,"['protein', 'ash']",2,"['orange', 'mace', 'rice', 'dates', 'gram', 'meat', 'moth', 'rabbit']",8,Yes
16640779.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['egg', 'rice', 'gram', 'chana']",4,Yes
16642425.pdf,"['ash', 'fat']",2,"['dal', 'maize', 'pears', 'cheese', 'lime']",5,Yes
16645921.pdf,"['protein', 'fat']",2,"['oil', 'egg', 'dates', 'wheat', 'gram', 'clove']",6,Yes
16652569.pdf,"['moisture', 'protein', 'ash', 'carbohydrate']",4,"['oil', 'beans', 'dal', 'ragi', 'rice', 'wheat', 'bean', 'corn', 'pears', 'tomato', 'moth', 'apples', 'pineapple', 'sugar', 'clove', 'lime']",16,Yes
16656659.pdf,['ash'],1,"['butter', 'oil', 'mint', 'peas', 'dal', 'gram', 'mint', 'figs', 'potato', 'tuna']",10,Yes
16670262.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'egg', 'gram']",4,Yes
16672077.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'barley', 'beans', 'peas', 'dal', 'rice', 'wheat', 'soya', 'bean', 'maize', 'pumpkin', 'gram', 'spinach', 'corn', 'papaya', 'sorghum', 'avocado', 'pears', 'mango', 'potatoes', 'tomato', 'millet', 'sesame', 'seeds', 'cabbage', 'milk', 'guava', 'groundnut', 'potato', 'amaranth', 'banana', 'milk', 'peanut', 'betel', 'strawberry', 'soyabean', 'carrot', 'sugar', 'lime', 'peanut', 'cowpea', 'tuna']",42,Yes
16676207.pdf,"['ash', 'energy']",2,"['orange', 'dal', 'ragi', 'meat', 'fish']",5,Yes
16679547.pdf,"['protein', 'ash']",2,['pears'],1,Yes
16685428.pdf,"['protein', 'ash', 'fat']",3,"['mint', 'gram', 'corn', 'mint', 'moth']",5,Yes
16688480.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'beans', 'orange', 'dal', 'ragi', 'rice', 'wheat', 'bean', 'gram', 'corn', 'meat', 'seeds', 'milk', 'milk', 'sugar', 'lime']",16,Yes
16715381.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'corn', 'meat', 'lime', 'rabbit']",6,Yes
16715384.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'oil', 'orange', 'mace', 'dal', 'gram', 'meat', 'ginger', 'sugar', 'tuna', 'salmon']",11,Yes
16724231.pdf,"['protein', 'ash']",2,"['dal', 'gram', 'radish', 'pears', 'goat', 'rabbit']",6,Yes
16736385.pdf,"['protein', 'ash']",2,"['oil', 'wheat', 'bean', 'gram', 'corn', 'moth', 'amaranth']",7,Yes
16749716.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'flour', 'mace', 'dal', 'rice', 'gram', 'corn', 'pears', 'tuna']",9,Yes
16755022.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'gram', 'meat']",3,Yes
16755360.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mint', 'dal', 'gram', 'lamb', 'mint', 'moth', 'milk', 'milk', 'goat', 'sheep', 'salmon']",12,Yes
16758116.pdf,['ash'],1,"['oil', 'bean', 'gram', 'potato']",4,Yes
16758136.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['beans', 'wheat', 'bean', 'maize', 'gram', 'meat']",6,Yes
16758152.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram', 'radish', 'rabbit']",4,Yes
16758277.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'dal', 'rice', 'gram', 'corn', 'pears']",6,Yes
16758361.pdf,"['protein', 'ash']",2,"['gram', 'sugar', 'calf']",3,Yes
16768791.pdf,"['ash', 'fat', 'energy']",3,"['chicken', 'oil', 'barley', 'dal', 'rice', 'dates', 'wheat', 'maize', 'corn', 'tomato', 'lime']",11,Yes
16770692.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'egg', 'wheat', 'bean', 'pumpkin', 'gram', 'meat', 'millet', 'seeds', 'lime']",10,Yes
16786692.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'gram', 'pears', 'tuna']",4,Yes
16787046.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'milk', 'milk', 'lime']",5,Yes
16791397.pdf,"['protein', 'ash', 'fat']",3,['dal'],1,Yes
16802692.pdf,"['moisture', 'protein', 'ash', 'energy']",4,['meat'],1,Yes
16804072.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'mace', 'dal', 'egg', 'bean', 'gram', 'lime']",7,Yes
16818722.pdf,"['protein', 'ash', 'fat']",3,"['orange', 'mace', 'dal', 'gram', 'pears']",5,Yes
16818772.pdf,['protein'],1,"['pears', 'peanut', 'peanut', 'sheep']",4,Yes
16820913.pdf,"['protein', 'energy']",2,"['egg', 'rice', 'bean', 'gram', 'cumin']",5,Yes
16826409.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'pears', 'calf']",3,Yes
16829712.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['oil', 'garlic', 'rice', 'meat', 'onion', 'carrot']",6,Yes
16838156.pdf,['ash'],1,"['oil', 'orange', 'urad', 'gram', 'moth', 'tuna']",6,Yes
16840564.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'rabbit']",4,Yes
16841854.pdf,"['protein', 'fat']",2,"['oil', 'egg', 'gram', 'corn', 'fish', 'moth', 'sunflower', 'milk', 'milk', 'seafood', 'sunflower oil']",11,Yes
16845138.pdf,['ash'],1,"['oil', 'ragi', 'gram', 'bamboo']",4,Yes
16845160.pdf,['ash'],1,['gram'],1,Yes
16847594.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'rice', 'gram', 'corn', 'potato', 'carrot', 'lime']",7,Yes
16852857.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'gram', 'pears']",3,Yes
16881669.pdf,['energy'],1,"['lemon', 'mace', 'rice', 'gram', 'cabbage', 'strawberry', 'lime']",7,Yes
16882523.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'pears', 'moth', 'milk', 'milk', 'rabbit', 'tuna']",8,Yes
16885197.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'oil', 'gram', 'meat', 'milk', 'milk', 'beef', 'calf']",8,Yes
16897166.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'egg', 'rice', 'radish', 'goat', 'rabbit']",6,Yes
16899734.pdf,"['protein', 'ash']",2,"['dal', 'ragi', 'gram', 'lamb', 'moth', 'lime', 'calf']",7,Yes
16902808.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'garlic', 'mace', 'ragi', 'rice', 'gram', 'radish', 'pears', 'milk', 'milk', 'sugar', 'basil']",12,Yes
16913121.pdf,['fat'],1,"['oil', 'dal', 'gram', 'sorghum', 'pears']",5,Yes
16920861.pdf,"['protein', 'ash', 'energy']",3,"['chicken', 'flour', 'rice', 'gram', 'fish', 'moth', 'yolk', 'milk', 'guava', 'banana', 'milk', 'peanut', 'peanut']",13,Yes
16939309.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'egg', 'gram', 'papaya', 'meat', 'milk', 'currants', 'cherry', 'milk', 'sugar', 'tuna']",13,Yes
16939343.pdf,"['ash', 'fat']",2,"['oil', 'peach', 'rice', 'bean', 'meat', 'tomato', 'jasmine', 'onion', 'peach']",9,Yes
16946486.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'rice', 'dates', 'gram', 'pears']",5,Yes
16954156.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'dal', 'rice', 'gram', 'meat', 'fish', 'moth', 'milk', 'milk', 'sugar']",10,Yes
16955347.pdf,"['moisture', 'fat', 'energy']",3,"['oil', 'dal', 'gram', 'tomato', 'cucumber', 'lime']",6,Yes
16960176.pdf,"['protein', 'carbohydrate']",2,"['egg', 'gram', 'pears', 'moth', 'milk', 'milk']",6,Yes
16968065.pdf,"['protein', 'ash']",2,"['dal', 'gram', 'pears', 'milk', 'milk', 'calf', 'rabbit']",7,Yes
16968212.pdf,"['protein', 'ash', 'fat']",3,"['butter', 'chicken', 'oil', 'mace', 'dal', 'egg', 'squid', 'pears', 'moth', 'yolk', 'milk', 'milk', 'carrot', 'sugar', 'goat', 'tuna']",16,Yes
16972155.pdf,"['protein', 'fat']",2,"['oil', 'dal', 'rice', 'wheat', 'gram', 'corn', 'pears', 'meat', 'moth']",9,Yes
16972982.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'sugar']",2,Yes
16988763.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'goat', 'calf']",4,Yes
17002443.pdf,"['protein', 'ash', 'carbohydrate']",3,"['orange', 'mace', 'dal', 'gram', 'pears', 'sugar', 'blackberry']",7,Yes
17006769.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'mace', 'dal', 'corn', 'pears', 'meat', 'ginger']",7,Yes
17023694.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mace', 'gram', 'calf']",3,Yes
